"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CCK","Crown Holdings, Inc.","58.6","7911389924.4","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","18.5","618752036","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CSRA","CSRA Inc.","32.19","5270291075.58","n/a","2015","Technology","EDP Services","http://www.nasdaq.com/symbol/csra",
"CSS","CSS Industries, Inc.","26.66","242456544.04","n/a","n/a","Consumer Services","Consumer: Greeting Cards","http://www.nasdaq.com/symbol/css",
"CTS","CTS Corporation","22.35","736059836.1","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","24.48","4411238937.12","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cube",
"CUB","Cubic Corporation","40.2","1090504354.8","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","90.18","5792243814.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","25.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfr^a",
"CULP","Culp, Inc.","28.6","353399646.6","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/culp",
"CMI","Cummins Inc.","159.4","26718724915.2","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CW","Curtiss-Wright Corporation","97.46","4301680318.76","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cw",
"SRF","Cushing Energy Income Fund (The)","8.2399","20393661.8611","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/srf",
"SZC","Cushing Renaissance Fund (The)","17.38","105221787.44","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/szc",
"CUBI","Customers Bancorp, Inc","28.89","887812349.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubi",
"CUBI^C","Customers Bancorp, Inc","27.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^c",
"CUBI^D","Customers Bancorp, Inc","26.84","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^d",
"CUBI^E","Customers Bancorp, Inc","27","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^e",
"CUBI^F","Customers Bancorp, Inc","26.1161","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cubi^f",
"CUBS","Customers Bancorp, Inc","26.1999","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubs",
"CVI","CVR Energy Inc.","17.25","1497835612.5","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","3.22","364771173.06","n/a","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"CVRR","CVR Refining, LP","7","1033200000","n/a","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CVS","CVS Health Corporation","79.43","80922918463.14","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"CELP","Cypress Energy Partners, L.P.","6.85","81368923.75","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"CYS","CYS Investments, Inc.","8.72","1323272923.04","n/a","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cys",
"CYS^A","CYS Investments, Inc.","25.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^a",
"CYS^B","CYS Investments, Inc.","24.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^b",
"DHI","D.R. Horton, Inc.","36.37","13612673982.95","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/dhi",
"CB","D/B/A Chubb Limited New","149.29","69481966433.91","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cb",
"DAN","Dana Incorporated","24.3","3515807786.4","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","80.23","55734969313.09","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dhr",
"DAC","Danaos Corporation","1.6","175678963.2","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dac",
"DQ","DAQO New Energy Corp.","27.15","285591908.85","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","81.28","10193989264","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dri",
"DAR","Darling Ingredients Inc.","16.43","2705219725.33","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dar",
"DVA","DaVita Inc.","56.52","10806624000","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dva",
"DCP","DCP Midstream LP","31.95","4578509379.6","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dcp",
"DCT","DCT Industrial Trust Inc","55.37","5153744917.3","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dct",
"DDR","DDR Corp.","10.1","3714801684.7","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ddr",
"DDR^A","DDR Corp.","26.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^a",
"DDR^J","DDR Corp.","25.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^j",
"DDR^K","DDR Corp.","25.57","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^k",
"DF","Dean Foods Company","11.4","1036053762.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","64.43","2061119887.95","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/deck",
"DE","Deere & Company","132.41","42352940528.59","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","11.46","181539556.08","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","10.45","80341261.55","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","30.1","733279855.7","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","22.94","1425835149.44","n/a","2017","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DVMT","Dell Technologies Inc.","64.12","13025373348.4","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/dvmt",
"DLPH","Delphi Automotive plc","92.8","24763138419.2","n/a","2011","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","49.67","35962580928.06","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/dal",
"DEL","Deltic Timber Corporation","69.22","843581232.76","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/del",
"DLX","Deluxe Corporation","69.55","3363039687.15","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/dlx",
"DNR","Denbury Resources Inc.","1.46","581572604","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DKT","Deutsch Bk Contingent Cap Tr V","26.72","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","17.58","36309732000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/db",
"DTK","Deutsche Bank AG","26.3","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dtk",
"DXB","Deutsche Bank AG","25.62","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","32.08","16861248000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","2.3","115941912.1","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","3.75","533802367.5","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dht",
"DEO","Diageo plc","130.71","82238708354.07","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","11.43","1568504507.13","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DRH","Diamondrock Hospitality Company","10.93","2188908822.76","n/a","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","4.05","429830618.85","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","22.0554","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dsx^b",
"DSXN","Diana Shipping inc.","25.3327","0","n/a","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsxn",
"DKS","Dick&#39;s Sporting Goods Inc","36.91","4151659056.73","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","20.95","1581952852.2","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","114.41","18556754776.97","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dlr",
"DLR^G","Digital Realty Trust, Inc.","25.77","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^g",
"DLR^H","Digital Realty Trust, Inc.","26.93","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^h",
"DLR^I","Digital Realty Trust, Inc.","27.06","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^i",
"DGI","DigitalGlobe, Inc","34.45","2144543332.75","n/a","2009","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dgi",
"DDS","Dillard&#39;s, Inc.","73.34","2140726027.1","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","25.69","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/ddt",
"DIN","DineEquity, Inc","37.29","670479122.28","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/din",
"DPLO","Diplomat Pharmacy, Inc.","15.91","1069112909.13","n/a","2014","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/dplo",
"DFS","Discover Financial Services","61.26","22810280334.48","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfs",
"DFS^B","Discover Financial Services","25.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dfs^b",
"DRA","Diversified Real Asset Income Fund","18.01","321215463.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dra",
"DNI","Dividend and Income Fund","12.52","133327620.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","51.08","5212083519.56","n/a","2005","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","77.15","21156468393.75","n/a","2009","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dg",
"DDC","Dominion Diamond Corporation","14.12","1156625058.72","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ddc",
"DM","Dominion Energy Midstream Partners, LP","26.45","2624423381.2","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dm",
"D","Dominion Energy, Inc.","77.84","50018890581.52","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUD","Dominion Energy, Inc.","51.41","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcud",
"DRUA","Dominion Energy, Inc.","25.64","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","193.83","9353340305.4","n/a","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","38.04","2472641996.16","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","47.04","6166260508.8","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","20.71","697927000","n/a","2016","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","6.72","370307736.96","n/a","2014","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","20.71","2098955207.11","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","24.35","361856267.45","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","34.15","771479132.55","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","37.79","6155055848.66","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","86.83","13522407098.25","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","0.9898","32814475.1536","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2","73782312","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dvd",
"DOW","Dow Chemical Company (The)","63.5","77688753055","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dow",
"DPS","Dr Pepper Snapple Group, Inc","90.32","16413376078.16","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","32.25","5345170244.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","3.19","137626093.44","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/drd",
"DHF","Dreyfus High Yield Strategies Fund","3.5","254476908","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","13.36","245583266.16","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/dmb",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","8.71","428910928.55","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","8.98","556670478.38","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","41.4","1566496926","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","2.71","181387736.24","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25.233","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","24.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","24.865","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ds^d",
"DST","DST Systems, Inc.","51.48","3176316000","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DSW","DSW Inc.","18.2","1456164364.2","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","108.53","19469585128.87","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.93","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtj",
"DTQ","DTE Energy Company","25.36","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTV","DTE Energy Company","55.05","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtv",
"DTY","DTE Energy Company","27.25","0","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","28.78","325771353.48","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","16.25","616359347.5","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/dpg",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","6.83","178325610.61","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","11.19","3195916671.33","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.53","123805553.05","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.26","254600764.58","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","86.2","60335723014.6","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
